ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,517,309,189,149,36,9,4,221,112,61,37,28,16,9,9,6,1,110,40,37,19,17,10,9,5,2,71,60,13,18,18,19,3,2,1,,
ID,Please select the statement belOw that best describes yOu.,Please select the statement belOw that best describes yOur current teaching Of biOinfOrmatics cOn...,Sex,"Highest earned degree. If ""other,"" please explain.",Which of the following best describes your level of bioinformatics training?,What is the Carnegie classification of your institution?,Is your institution classified as minority-serving?,Region,Division,What is preventing yOu frOm including biOinfOrmatics cOntent in these cOurses?,Faculty Issues - General,Faculty Issue - No Expertise/ Training,Faculty Issue - Time,Faculty Issue - Does not know how to design curricula or incorporate with existing curriculum,Faculty Issue - Lack of Faculty interest at Institution,Faculty Issues - Faculty is new to current Dept,Curriculum Issues - General,Curriculum Issue - Course Load Full/ No time/space for Content,Curric Issues - Does not Fit into current Current Course Structure,Curriculum Issue - Time for Curriculum Development, Curric Issues - Lack of Curric Control/not in curent Curric.,Curric Issues - Bioinf. Taught in other courses at institution,Curric Issue - Class Size,Curric Issues - Plans to teach Bioinf. In the future (but not currently available),Curric Issue - Bioinfo Conent too Massive,Curric Issues - Content needs to be introduced in multiple courses,Resource Issues - General,Resources - Access to Quality Exercises/ Content,Resources - Access to developed Bioinf Lesson Plans/Bioinf Curric,Resources - Access to Approp Introductory Content,Resources - Unable to identify/access best current Bioinf material,Resource Issues - Funding,Resource Issues - Not available in course textbook,Resource Issues - Access to Quality Online Exerices/Conent,Resource Issues -TA's lack approp skils,Student Issues - General,Student Issues - UG Students Lack Approp Background Knowledge,Student Issues - Lack of interest in topic,Facilities Issues - General,Facilities Issue -Access to Appropriate Facilities/ Equipment,Inst/Dept. Support - General,Inst/Dept Issues - Institutional Inertia,State restrictions,Not accredited,,
473,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1,3,1,4,4,2,3,NE,1,I don't have the background to teach it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,Time constraints and ease of covering to topic in a timely manner,1,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
476,1,3,1,2,2,2,1,MW,3,"Thereis a lack of time to cover core understanding of many more basic topics since there are no lower level courses specialized in the area of coverage. In other words, something has to not be covered, and at the moment it is the integration of bioinformaics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1,3,2,4,1,2,1,MW,3,expertise,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1,4,2,4,2,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1,2,1,4,9,4,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1,1,#NULL!,#NULL!,#NULL!,4,3,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1,4,1,4,2,4,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1,3,#NULL!,4,1,4,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1,3,1,4,2,2,2,WE,9,Need to develop course modules that include bioinformatics,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
484,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1,2,2,4,2,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1,3,2,4,2,4,1,NE,2,The current design of bio-labs,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,1,4,2,4,3,3,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1,1,3,4,2,3,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1,2,2,4,2,4,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1,4,2,4,2,4,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1,3,1,4,2,4,3,WE,8,lack of knowledge,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1,3,2,4,2,2,3,WE,8,I would need to learn bioinformatics before I could teach it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1,1,2,4,9,3,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1,4,1,4,2,4,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1,2,2,4,2,3,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1,1,2,4,3,2,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1,1,2,4,2,3,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1,2,2,4,2,5,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1,1,2,4,2,5,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1,1,2,4,8,5,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1,3,2,4,3,4,2,NE,2,I just haven't made it a priority.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1,4,2,4,3,4,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1,3,2,4,2,3,2,MW,4,Personal background in the material,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1,4,2,4,2,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,#NULL!,#NULL!,2,4,8,5,1,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,#NULL!,#NULL!,2,4,2,4,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1,1,1,4,2,3,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,#NULL!,#NULL!,2,4,9,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,3,2,4,2,4,2,SO,5,Time is the major factor. We have been using resources such as QUBES Hub and CyVerse for several years now.,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
513,1,3,1,4,2,4,2,SO,5,Lack of easy access to programs that are easy to use,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,
514,1,3,2,4,2,3,3,SO,5,I don't have time to sort through the mountains of info and develop curriculum.,1,,1,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
515,1,3,2,4,2,3,2,WE,9,time and resources,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
516,1,2,1,4,2,4,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,#NULL!,#NULL!,2,4,4,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,#NULL!,#NULL!,2,4,4,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1,2,1,4,3,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1,4,2,4,3,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1,2,1,4,2,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1,3,2,4,2,3,2,MW,3,"Frankly, I don't have the expertise.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,i need more information about it specifically.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,I don't think it fits with freshman level biology. Junior and Senior level would be more appropriate.,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,#NULL!,#NULL!,1,2,8,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2,3,1,2,1,1,3,SO,5,My lack of knowledge of the subject.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1,4,2,4,8,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1,1,2,4,8,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,2,2,4,9,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1,2,1,4,3,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1,2,2,4,2,2,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1,3,1,2,8,4,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1,3,1,4,2,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1,2,1,4,2,3,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1,2,2,4,2,4,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1,2,2,4,2,2,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2,3,2,2,3,1,3,WE,9,relevance,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2,3,1,2,2,5,3,WE,9,Time limits and state restrictions,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
541,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,Knowing where to interject it into the curriculum,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,2,1,4,2,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1,3,2,4,2,3,2,MW,4,Lack of support in current textbooks.,1,1,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,,,,,,,
544,1,3,2,4,2,4,2,WE,8,"You seem to have inferred from my answers to the previous questions that I want to include bioinformatics in my courses, but I don't think that I said that. The topics that I teach are probably not the best choices for including bioinformatics.",,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1,1,2,4,2,4,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1,3,1,4,2,5,3,NE,2,It is not part of those courses.,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1,4,2,4,3,4,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,#NULL!,#NULL!,2,4,2,4,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,2,3,1,4,3,1,1,NE,1,don't know enough about it to feel confidant in teaching it,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,2,3,2,4,8,1,3,NE,1,A good activity that can be incorporated into an on line course.  I did teach bioinformatics in the past using an activity I developed but it is outdated.,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,
551,2,3,2,4,1,1,1,NE,1,Lack of knowledge,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2,3,1,2,9,1,1,NE,1,"TIme is a limiting factor, as I need to cover a substantial amount of material in the semester already.  We are in the process of starting a Biotechnology program at the college, and will be integrating a great deal of bioinformatics in our biotechnology ourses.",1,,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
553,1,3,2,4,8,2,2,NE,2,"large scale course; intro course breadth allows only for an exploration of tools, rather than in depth analysis of bioinformatic data",,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,3
554,1,3,2,4,2,5,2,MW,4,"Contextual knowledge. Students lack it, therefore, they can't intelligently engage bioinformatics. There is a lot of misinformation, such as hCG (a primate-specific hormone) in mice. Its a transgenic mouse, but students don't make that connection.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
555,#NULL!,#NULL!,1,2,3,1,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1,3,1,4,2,4,2,SO,5,Time limitations,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1,3,1,4,2,3,3,WE,9,"My objectives are not to teach bioinformatics, but to enhance understanding of other subdisciplines in biology using as many diverse approaches as possible. thus i need ""predigested"" (in text books etc) examples or exercises much the same way that I mightinclude understanding of DNA sequencing in a study of plant taxonomy.",1,1,,,,,,,,,,,,,,,1,,1,1,1,,,,,1,1,,,,,,,,,
558,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,1,3,2,4,1,5,3,WE,9,lack of knowledge and familiarity,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1,2,1,4,3,2,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1,1,2,4,3,3,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1,2,1,4,7,4,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1,2,2,4,3,4,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1,3,1,2,2,2,2,WE,9,No space in the curriculum.  No time to develop units.,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1,3,1,4,3,2,3,WE,9,I do not have sufficient training in bioinformatics to teach it effectively.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,I do not have sufficient training in bioinformatics to be an effective teacher in this topic.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,1,4,2,4,1,4,1,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2,3,2,2,2,1,1,WE,9,"Time constraintsLack of focused exercises that introduce but don't overwhelm students at this crucial stage of their education.  The current exercise I use is a modified version of an exercise from Edvotek.  It introduces BLASTN",1,,1,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,6
570,2,3,2,4,8,1,3,SO,5,"Finding time to cover bioinformatics in addition to the other material is difficult.  I do cover bioinformatics material, but usually only one lecture and/or one lab period is devoted to such material.",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
571,1,3,1,4,2,4,2,MW,4,inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
572,1,3,1,4,3,2,2,WE,8,I include a little bioinformatics but not more than one lecture. The courses are not geared to just bioinformatics and there are other issues to discuss,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3
573,1,3,2,4,1,3,1,SO,7,It is slightly outside the scope of the course.,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1,3,2,4,6,3,3,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,1,4,1,4,2,4,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2,3,1,4,2,1,1,MW,3,"Time - so much to cover, I'm not able to do it all, unfortunately.",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,1,3,1,4,3,2,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1,2,1,4,2,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,2,3,1,3,2,1,1,NE,2,Extensive and very specific course learning objectives,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2,3,1,4,2,1,1,NE,2,not in the current curriculum,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
583,1,3,1,4,2,2,2,MW,4,"Time constraints due to other content in the course. I touch on bioinformatics in a variety of my courses, but it's difficult to spend substantial time on it.",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
584,2,3,1,2,4,1,1,NE,2,"Time and the dryness of the subject.  Also, we primarily teach pre-health majors.",1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,
585,1,4,2,4,2,5,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1,1,2,4,2,2,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1,3,2,4,8,3,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,Most of my time is spent covering concepts. I have started to include data when I can so that students have experience interpreting trends etc.,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
589,#NULL!,#NULL!,1,2,2,1,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,2,3,1,2,7,1,1,SO,5,Topics are not covered in the text provided for the course.,1,1,,,,,1,,1,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,
591,2,3,2,4,2,1,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2,3,1,4,3,1,2,SO,5,Students are unprepared,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
593,2,1,2,4,2,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,2,2,1,4,2,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1,2,2,4,3,4,3,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2,3,1,4,3,1,1,WE,8,Time needed to restructure the course to include bioinformatics,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
597,2,3,1,2,1,1,2,WE,8,There is so much required material to cover.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2,3,1,5,4,1,1,WE,8,Introducing students to genetic manipulation technologies and the basic mechanics of microarrays takes all of our class time.,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,2,3,1,4,4,1,1,WE,8,"Time to develop activities/labs, lack of expert knowledge in the subject area (so requires more time to develop activities/labs)",1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2,3,1,2,8,1,1,SO,5,Lack of my own competence in the field.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2,3,2,2,3,1,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2,3,3,2,1,5,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,2,3,4,2,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1,3,2,4,1,3,3,MW,3,lack of knowledge of natural history collections software/web resources,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
605,1,3,1,4,2,3,2,NE,2,time,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1,3,1,4,2,2,2,NE,2,limited personal knowledge; time; students do get this info in other classes,1,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5
607,1,2,2,4,8,4,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,#NULL!,#NULL!,2,4,1,4,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1,3,1,3,1,2,1,SO,5,More info. Needed.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1,4,2,4,2,5,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,2,3,2,4,2,1,3,WE,9,"tools and resources, such as lab excercises, that are written to integrate bioinformatics with existing topics in my labs, or into longer term projects, in a way that's interesting and not too advanced (or requiring a lot of knowledge from other areas of iology we don't cover",1,,,1,,,,,,,,,,,,,1,1,,1,,,,,,1,1,,,,,,,,,
612,2,3,1,2,3,1,1,WE,9,"I teach microbiology mostly for students in allied health fields.  Not time for this in curriculum, but we have bioinformatics certificate here so some students in my class are in this field.",,,,,,,1,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,5
613,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,#NULL!,#NULL!,2,4,2,3,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1,4,1,4,2,4,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1,3,1,4,1,3,2,MW,4,lack of training,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1,3,2,4,1,4,1,SO,7,"We have a dedicated course in the curriculum that presents infomatics in great detail, so",,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
622,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,#NULL!,#NULL!,1,2,2,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1,3,1,4,8,3,1,SO,7,With the intro class the required content is vast and I have very little time to go outside of the text. My seniors are ill-prepared to shall in the content which limits my pace and ability to go beyond the basics.,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
626,2,1,1,4,2,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,1,2,2,4,2,2,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,1,3,1,4,8,5,1,NE,2,Availability of schedule,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1,3,1,4,2,2,3,NE,2,My knowledge and limited time to cover essential concepts.,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,1,3,2,4,2,2,2,NE,2,background of students,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
633,1,1,1,4,8,3,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1,3,2,4,8,4,1,WE,9,Lack of time.,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2,3,2,4,4,1,2,WE,9,Lack of expertise in bioinformatic databases.  Lack of time for curriculum development.,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1,3,1,4,1,2,1,SO,5,not enough background myself and limited time and resources.,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
638,2,3,2,2,3,1,1,SO,5,Not having computer and monetary resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1,3,2,4,3,3,1,SO,5,"Time to fit it in the curriculum, knowledge, ready access to ""canned"" activities of high value.",1,1,1,,,,1,1,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,
640,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,"It's not currently a part of the course goals, and there are an awful lot of other things to cover.  I don't really know how to design appropriate labs.",1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1,3,1,4,2,2,1,SO,5,"Need a compact module to insert, or specific exercises that align with course content. Because students have NO background, I have to start them from scratch.",,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,1,,,,,,,,,
642,2,1,2,4,2,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2,3,1,2,2,1,3,SO,5,We aren't accredited yet for 3rd and 4th year courses in biology.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
644,1,3,1,2,2,2,1,SO,5,Tools,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
645,2,3,1,2,2,1,3,MW,3,lack of time/ priority,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,2,3,2,4,2,2,3,SO,5,Computer lab facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
