ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,Q29,Q30,36,28,8,2,1,189,163,26,12,15,147,54,45,68,22,134,129,3,4,20,10,6,12,1,8,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
ID,Please select the statement belOw that best describes yOu.,Please select the statement belOw that best describes yOur current teaching Of biOinfOrmatics cOn...,Sex,"Highest earned degree. If ""other,"" please explain.",Which of the following best describes your level of bioinformatics training?,What is the Carnegie classification of your institution?,Is your institution classified as minority-serving?,Region,Division,"At your current institution, do you face any technical barriers in teaching bioinformatics, e.g.,...",Optional: Please describe.,Faculty Issues - General,Faculty - No Expertise/Training,Faculty - Time,Faculty - not interested in topic,Faculty - no computer sci Faculty,Facilities - General,Facilities - Computer Labs limited or not available,Facilities - Computers are too old /inadequate,Facilities - Servers,Facilities - Internet Access Limited,Resources - General,Resources - Operating System Availability/Issues,Resources - Approp. Software,Resources - no high performance systems available,Resources - Funding,Inst/Dept Support - General,Inst/Dept Support - No IT support,Inst/Dept Support - No Sub to Pay-site Databases,Inst/Dept Support - Comp Sci Dept Will not support Bioinf,Student Issues - General,Student Issues - Access to Approp Software off campus,Student Issues - Basic Computing Knowledge,Student Issues - No access to computers at home,Student Issues - No interest in Bioinf,Curriculum Issues - General,Curriculum - Need to Develop new program,Curriculum Class Size too large,Curriculum - Access to developed Bioinf Lesson Plans/Bioinf Curric,,,,,,,,,,,,,,,,,,,,,,,
413,1,3,2,4,2,2,2,MW,3,1,"limited budget, no high performance computing, limited IT support",,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1,3,2,4,8,4,1,SO,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1,3,3,4,3,2,1,MW,3,1,space - availability of computer lab,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1,2,2,4,7,5,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1,4,1,4,2,3,1,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,1,3,1,4,3,2,2,MW,3,1,Access to high performance computing and the IT support that would entail.,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1,3,1,4,2,2,1,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1,2,1,4,2,3,2,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,1,2,1,4,3,3,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,1,2,1,4,2,3,2,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,#NULL!,#NULL!,1,4,2,3,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2,3,1,4,3,1,1,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2,3,1,2,8,1,1,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1,1,2,4,8,4,1,SO,7,1,"Computers, broad-band width, etc.",,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2,3,2,4,3,1,3,WE,8,1,in time we hope to segue into the computer science program to offer introductory and intermediate courses in bioinformatics.  This would depend on our college supporting a 4-year program in biology.,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
432,2,3,2,4,9,5,1,WE,8,1,IT wouldn't know how to support the software and/or online tools.,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,#NULL!,#NULL!,3,4,2,4,3,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1,3,1,4,3,3,2,MW,4,1,"Faculty expertise: not knowing how to incorporate the material into the lecture.  We do have a laptop station that we use.  I tried to use the platform for teaching that the government supports, but it didn't work properly.  I cannot fix problems that stuents have, and it ruined the entire project.",1,1,,,,1,1,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,1,2,1,4,2,3,1,MW,4,1,Access to computer lab.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2,2,2,4,9,1,1,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,1,3,1,4,1,2,2,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2,2,2,4,3,1,3,WE,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,1,3,1,4,2,4,3,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2,3,2,2,3,1,1,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2,2,1,4,3,1,1,WE,8,1,"IT support, computers actually function with correct programs on them during class, time to sort all of this out",1,,1,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2,3,1,4,2,1,1,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,1,4,2,4,2,4,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,1,3,2,4,2,3,3,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1,4,1,4,2,3,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1,3,1,4,9,4,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1,3,1,4,8,2,2,NE,2,1,Availability of software programs geared towards undergraduate education.,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1,3,1,4,2,4,2,SO,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,1,3,1,4,4,5,1,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1,3,3,4,3,4,1,NE,2,1,"All of the above, except IT support (maybe).",,,,,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1,1,1,4,8,5,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1,3,2,4,2,2,1,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1,3,1,4,1,3,2,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2,2,3,2,1,1,2,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,1,3,2,4,3,2,3,NE,2,1,Probably IT support of knowledgeable individuals.,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1,2,2,4,3,3,1,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,1,3,2,4,2,4,3,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,#NULL!,#NULL!,2,4,8,4,1,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1,2,2,4,2,4,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1,2,2,4,2,4,3,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1,4,2,4,2,4,1,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1,2,2,4,2,2,1,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1,4,2,4,9,3,3,SO,7,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,1,4,2,4,2,3,2,SO,7,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1,2,2,4,2,4,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1,2,2,4,3,5,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1,3,2,4,2,3,2,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1,4,1,4,2,3,1,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1,1,1,4,7,3,3,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1,3,1,4,1,3,1,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1,3,1,4,4,2,3,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,1,3,1,2,2,2,1,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1,3,2,4,1,2,1,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1,4,2,4,2,4,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1,2,1,4,9,4,2,WE,8,1,"Computer labs are only on Windows, don't offer command-line based interface.",,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1,1,#NULL!,#NULL!,#NULL!,4,3,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,1,4,1,4,2,4,2,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,1,3,#NULL!,4,1,4,1,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,1,3,1,4,2,2,2,WE,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1,2,2,4,2,2,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,1,3,2,4,2,4,1,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,1,4,2,4,3,3,1,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1,1,3,4,2,3,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,1,2,2,4,2,4,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,1,4,2,4,2,4,2,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1,3,1,4,2,4,3,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1,3,2,4,2,2,3,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1,1,2,4,9,3,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,1,4,1,4,2,4,1,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1,2,2,4,2,3,1,SO,5,1,"IT issues are always present for availability of software tools.  I have attempted to by-pass the problem with the use of virtual machines, but they introduce new problems with portability and access.",,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,1,1,2,4,3,2,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1,1,2,4,2,3,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1,2,2,4,2,5,1,NE,2,1,Access to sufficient server space and CPUs,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1,1,2,4,2,5,1,NE,2,1,I need a dedicated server for the department I work in so that students can have more open access to the software I teach without breach college network policies,,,,,,1,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1,1,2,4,8,5,1,NE,2,1,Unavailability of paid services/ software,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1,3,2,4,3,4,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1,4,2,4,3,4,1,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1,3,2,4,2,3,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1,4,2,4,2,4,2,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,#NULL!,#NULL!,2,4,8,5,1,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,#NULL!,#NULL!,2,4,2,4,2,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1,1,1,4,2,3,2,NE,2,1,There is only one computer lab in our building.  This causes major issues for teaching my class.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,#NULL!,#NULL!,2,4,9,4,2,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,3,2,4,2,4,2,SO,5,1,"Even at NCSU with lots of computational resources and a bioinformatics core, it is often challenging to teach and provide hands-on experience to students while dealing with access to computers and software, OS issues... etc.",,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1,3,1,4,2,4,2,SO,5,1,no computer labs anymore,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1,3,2,4,2,3,3,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,3,2,4,2,3,2,WE,9,1,lack of dedicated spaces,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1,2,1,4,2,4,1,SO,5,1,"Not enough trained faculty; not enough resources, not enough time",1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,#NULL!,#NULL!,2,4,4,4,3,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,#NULL!,#NULL!,2,4,4,4,3,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1,2,1,4,3,2,2,NE,2,1,We have laptop computers that get reconfigured (broken) every summer and limited access to high performance computer systems via grants.,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1,4,2,4,3,4,2,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1,2,1,4,2,3,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1,3,2,4,2,3,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,#NULL!,#NULL!,1,2,8,1,1,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2,3,1,2,1,1,3,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1,4,2,4,8,4,2,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1,1,2,4,8,3,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,2,2,4,9,3,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1,2,1,4,3,3,2,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1,2,2,4,2,2,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1,3,1,2,8,4,1,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1,3,1,4,2,4,3,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1,2,1,4,2,3,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1,2,2,4,2,4,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1,2,2,4,2,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2,3,2,2,3,1,3,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2,3,1,2,2,5,3,WE,9,1,out dated computers and/or operating systems,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,2,1,4,2,3,2,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1,3,2,4,2,3,2,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,3,2,4,2,4,2,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1,1,2,4,2,4,2,WE,8,1,Dedicating computational resources for teaching that are distinct from those for research mostly don't exist at institutions I have been involved with.,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1,3,1,4,2,5,3,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1,4,2,4,3,4,1,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,#NULL!,#NULL!,2,4,2,4,2,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,2,3,1,4,3,1,1,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,2,3,2,4,8,1,3,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,2,3,2,4,1,1,1,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2,3,1,2,9,1,1,NE,1,1,"We have a number of computer labs on campus, but there are many courses which already use them.  Additionally, we find that there are often issues when the college or the software we use in our courses goes through periodic updates, and many times the sofware will no longer be supported.",,,,,,1,1,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1,3,2,4,8,2,2,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1,3,2,4,2,5,2,MW,4,1,"Wireless network is virtually useless and IT dept. won't fix it, because they don't try to use the network wirelessly, just wander around with a laptop looking at bars. Five bars and the network drops repeatedly when trying to use make for extreme frustraion.",,,,,,1,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,#NULL!,#NULL!,1,2,3,1,1,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1,3,1,4,2,4,2,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1,3,1,4,2,3,3,WE,9,1,Sufficient computer lab capacity,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,1,3,2,4,1,5,3,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1,2,1,4,3,2,2,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1,1,2,4,3,3,2,SO,6,1,"Appropriate computer infrastructure (e.g. high performance computing), IT support, dedicated computer teaching lab.",,,,,,1,1,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1,2,1,4,7,4,1,SO,5,1,Not all of are classrooms have the internet. The computer lab is not always available,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1,2,2,4,3,4,1,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1,3,1,2,2,2,2,WE,9,1,Limited access to computer lab.  Limited IT support for this sort of endeavor.,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
